"offset","source","target","note"
"0x0AB10C","Chief of Naval %s, the Commander of the","",""
"0x0AB134","%s Fleet has a report on the current","",""
"0x0AB159","situation. Will you listen to it?","",""
"0x0AB305","B0Please select a scenario. ","",""
"0x0AB322","C3Red: Campaign scenarios ","",""
"0x0AB33D","C7White: Short scenarios","",""
"0x0AB456","B1 Which data will you load?","",""
"0x0AB4D4","Are you ready to start the game?","",""
"0x0AB600","TMP.MID","",""
"0x0AB680","Your hard disk is full.","",""
"0x0AB698","This game needs about 200KB disk space.","",""
"0x0AB6F6","       Theme of P.T.O. II       ","",""
"0x0AB723","    The Imperial Conference     ","",""
"0x0AB750","       The Imperial Forces      ","",""
"0x0AB77D","        The Field Battle        ","",""
"0x0AB7AA","   Landing on The Enemy Shore   ","",""
"0x0AB7D7","           Game Over            ","",""
"0x0AB804","           Interlude            ","",""
"0x0AB831","      The U.S. Conference       ","",""
"0x0AB85E","        The U.S. Forces         ","",""
"0x0AB88B","       The Aerial Combat        ","",""
"0x0AB8B8","        The Naval Combat        ","",""
"0x0AB8E5","       The U.S. Advantage       ","",""
"0x0AB912","            Finale              ","",""
"0x0AB93F","            Reprise             ","",""
"0x0AB9FE","Please insert P.T.O. II's CD-ROM. If","",""
"0x0ABA23","you are ready, push ""Retry"" button.","",""
"0x0ABC00","Report in from the %s. ","",""
"0x0ABC18","Their radar has picked up an enemy fleet.","",""
"0x0ABF0C","C%c%s","",""
"0x0ABF12","C7, ready to fire guns!","",""
"0x0ABF2A","Our target is the ","",""
"0x0ABF3D","C%c%s","",""
"0x0ABF48","Enemy fleet approaching the ","",""
"0x0ABF68","C%c%s","",""
"0x0ABF72","Prepare the guns!","",""
"0x0ABF84","Report from the ","",""
"0x0ABF98","C%c%s A.F","",""
"0x0ABFA6","""We are now above the ","",""
"0x0ABFC0","C%c%s","",""
"0x0ABFC6","C7.""","",""
"0x0ABFCC","Enemy fleet aircraft approaching the ","",""
"0x0ABFF5","C%c%s","",""
"0x0ABFFF","Get the anti-aircraft guns ready!","",""
"0x0AC022","Submarine %s, prepare your torpedoes!","",""
"0x0AC048","%s, we've spotted an enemy submarine.","",""
"0x0AC06E","Ready to drop bombs!","",""
"0x0AC084","Report from the ","",""
"0x0AC095","C%c%s Base A.F","",""
"0x0AC0A4","C7. ","",""
"0x0AC0A9","""We are now above ","",""
"0x0AC0BC","C%c%s","",""
"0x0AC0C2","C7.""","",""
"0x0AC0C8","The enemy A.F. is approaching ","",""
"0x0AC0E7","C%c%s","",""
"0x0AC0F1","Prepare for incoming attack!","",""
"0x0AC10E","The enemy A.F. is approaching ","",""
"0x0AC12D","C%c%s Base","",""
"0x0AC13C","Prepare for incoming attack!","",""
"0x0AC2EC"," !""#","",""
"0x0AC30E","'589:","",""
"0x0AC318","%&'5","",""
"0x0AC322","2367","",""
"0x0AC32C","$234","",""
"0x0AC34A","2345","",""
"0x0AC600","0HHHH0","",""
"0x0AC619","0PPx","",""
"0x0AC623","p0@pHH0xH","",""
"0x0AC62D","   0H0HH00HH8","",""
"0x0AC642","<BB<","",""
"0x0AC64C","2JF""","",""
"0x0AC651","lRRD","",""
"0x0AC65B","LRRr","",""
"0x0AC665","`PN`","",""
"0x0AC66A",",RR,","",""
"0x0AC66F","<JJ0","",""
"0x0AD13E","Move to %s without","",""
"0x0AD152","being detected by the enemy.","",""
"0x0AD16F","Dock at %s to supply","",""
"0x0AD185","and repair your ships.","",""
"0x0AD19C","Attack enemy forces encountered en","",""
"0x0AD1C0","route to %s.","",""
"0x0AD1CD","Wage a surprise air strike on","",""
"0x0AD1F0","Destroy the enemy land forces at","",""
"0x0AD216","Patrol %s and report","",""
"0x0AD22C","on the enemy's activities.","",""
"0x0AD247","Destroy the enemy's naval forces at","",""
"0x0AD290","Carefully patrol the surrounding","",""
"0x0AD2B1","Destroy the enemy's naval forces in","",""
"0x0AD2D5","Clear the enemy's land forces from","",""
"0x0B5A01","We will be arriving at the target shortly.","",""
"0x0B5A2C","Running low on fuel. ","",""
"0x0B5A42","Request permission to resupply.","",""
"0x0B5A62","Ships damaged. ","",""
"0x0B5A72","Request permission to dry dock.","",""
"0x0B5A92","Trouble at target base. ","",""
"0x0B5AAB","Request a change of orders.","",""
"0x0B5AC7","No landing forces. ","",""
"0x0B5ADB","Request a change of orders.","",""
"0x0B5AF7","Too few aircraft. ","",""
"0x0B5B0A","Request a change of orders.","",""
"0x0B5B26","No patrol aircraft. ","",""
"0x0B5B3B","Request a change of orders.","",""
"0x0B5B57","Harbor not available. ","",""
"0x0B5B6E","Will wait for further orders.","",""
"0x0B5B8C","Not equipped with torpedoes. ","",""
"0x0B5BAA","Request a change of orders.","",""
"0x0B5BEA","We received a report from the %s submarine. ","",""
"0x0B5E19","8:;)+<","",""
"0x0B5E25","ABCC<","",""
"0x0B5E32","'A)+","",""
"0x0B6200","%s, resupplying at ","",""
"0x0B6214","%s Base has been completed.","",""
"0x0B6401","C%c    %12s A.F.","",""
"0x0B6412","C7  %3d(-%3d) %3d %s","",""
"0x0B642C","C%c%s Base Air Forces","",""
"0x0B6442","C7 are engaged","",""
"0x0B6451","in battle with enemy escorts!","",""
"0x0B6474","C%c%s Base Escort A.F.","",""
"0x0B648B","C7 are opening fire","",""
"0x0B649F","on enemy bombers!","",""
"0x0B64B6","C%c%s Base A.F.","",""
"0x0B64C6","C7 will proceed","",""
"0x0B64D6","to bomb the %s Base!","",""
"0x0B64F1","B1The ","",""
"0x0B64F8","C%c%s Base","",""
"0x0B6503","C7 is under a severe","",""
"0x0B6518","bomb raid.","",""
"0x0B6524","%s      Base Yield  %3d (-%3d) ... %3d","",""
"0x0B654B","      Land Force  %3d (-%3d) ... %3d","",""
"0x0B6570","      Base A.F.   %3d (-%3d) ... %3d","",""
"0x0B6600","Which submarine will you order?","",""
"0x0B6620","This submarine will be scuttled.","",""
"0x0B6800","An enemy ","",""
"0x0B680A","fleet is advancing towards %s Base!","",""
"0x0B682E","A report just in from the %s. They've detected an enemy fleet. ","",""
"0x0B6872","%d enemy ship%s, %sincluding carriers.","",""
"0x0B689A","There is a report in from the %s. ","",""
"0x0B68BD","They were unable to find the enemy fleet.","",""
"0x0B68E8","There is a report in from the %s. ","",""
"0x0B690B","%d scout%s did not return.","",""
"0x0B6ADF"," C!r!","",""
"0x0B6AE9","""6#j#","",""
"0x0B782B","/t0E1","",""
"0x0B7843","7f839B:","",""
"0x0B786F",">l?N@DA4B","",""
"0x0B78A5","H<I2J","",""
"0x0B78AB","JvK@L","",""
"0x0B78B1","M2NqN9O","",""
"0x0B78F4","Z[,\\","",""
"0x0B7927","ctd>e","",""
"0x0B7934","Xg.h","",""
"0x0B793B","i=j8kJl","",""
"0x0B7945","n.oYo","",""
"0x0B797B","s|tZuLvTw","",""
"0x0B798A","#xHx","",""
"0x0B7D99","R%cFurther details","",""
"0x0B7DAC","are unknown.","",""
"0x0B7DB9","Watch game until the %s.(Click to cancel)","",""
"0x0B801C","You don't have enough mobility points.","",""
"0x0B8200","Our forces have occupied the enemy %s at","",""
"0x0B822D","The enemy has occupied the %s at","",""
"0x0B8400","Unable to execute command at this time.","",""
"0x0B8610","To which %s will you issue orders?","",""
"0x0B8635","C2Red","",""
"0x0B863B","C7: Submarine in pursuit of enemy fleets.","",""
"0x0B8665","The document above shows the current orders.","",""
"0x0B8692","We cannot reach our target without resupplying.","",""
"0x0B86C2","Request a change of orders, sir.","",""
"0x0B8708","Sink enemy transports around","",""
"0x0B872A","Patrol the area %d-%d and send","",""
"0x0B874A","reports on the enemy's movements.","",""
"0x0B876C","Engage enemy naval forces in the","",""
"0x0B878E","area %d-%d.","",""
"0x0B879B","C0Occupy the enemy base in %s.","",""
"0x0B8860","To which fleet will you assign ships?","",""
"0x0B8886","The home port has been occupied by the enemy.","",""
"0x0B88B4","There are no reserve ships to assign.","",""
"0x0B88DA","There are no available harbors.","",""
"0x0B88FA","You cannot organize","",""
"0x0B890E","more than 16 fleets.","",""
"0x0B8924","Please input the number of %s. (0-%2d)","",""
"0x0B894B","There are no reserved aircraft.","",""
"0x0B896B","You cannot organize more air force units.","",""
"0x0B899A","C7Type Aircraft         Pwr Rng #Pl","",""
"0x0B89C2","C7Type Aircraft         Pwr Rng #Pl","",""
"0x0B89E6","You cannot assign more airplanes to the warship.","",""
"0x0B8A1C","C7Type Aircraft         Pwr Rng #Pl","",""
"0x0B8A40","Where will the new A.F. unit be stationed?","",""
"0x0B8A6B","You cannot organize","",""
"0x0B8A7F","more air forces.","",""
"0x0B8A90","There are no bases","",""
"0x0B8AA3","with available airfields.","",""
"0x0B8ABD","There are already 4 land force units","",""
"0x0B8AE2","stationed at the home port.","",""
"0x0B8AFE","There are no land force units assigned to the home port. %s","",""
"0x0B8B3A","There %s %d land force unit%s at the home port. %s","",""
"0x0B8B6D","The %s %s were assigned to the home port.","",""
"0x0B8C00","Which officer will you appoint?","",""
"0x0B8C20","Will you dismiss the commander?","",""
"0x0B8C40","Which officer will you appoint?","",""
"0x0B8C64","B1 Officer     Rank          Command         Sea Air  Nat.","",""
"0x0B8CA4","B1 Officer     Rank          Command         Sea Air  Nat.","",""
"0x0B8CE4","B1 Base             Nat.      Yield  Oil  Ore","",""
"0x0B8D12","There are no base which","",""
"0x0B8D2A","you can send a spy.","",""
"0x0B8D3E","Please select the base to send a spy.","",""
"0x0B8D64","The infiltration of a spy","",""
"0x0B8D7E","to %s Base was a %s.","",""
"0x0B8D93","You can only send a spy once a day.","",""
"0x0B8DB7","You don't have enough","",""
"0x0B8DCD","budget to send a spy.","",""
"0x0B8DE4","Who's information would you like to see?","",""
"0x0B9000","Which information would you like to see?","",""
"0x0B902A","Sink 6 or more U.S. aircraft carriers or battleships by 12/14/1941.","",""
"0x0B906E","Sink 6 or more Japanese aircraft carriers or battleships by 12/14/1941.","",""
"0x0B90B6","2. Reduce the enemy's GNP to zero.","",""
"0x0B90DA","3. Achieve total base yield of 1800.","",""
"0x0B90FF","Fulfill one of the conditions below","",""
"0x0B9124","The number of planes shot down to date is %d.","",""
"0x0B9156","B1 No Post        Nat. Land      JPN  USA","",""
"0x0B9180","%2d %4d(%3d%%)%2d  %3s %2d/%2d ","",""
"0x0B91A4","B1No Flagship     Commander   Position   Spd Material  Tr Unit  Pts. Duty","",""
"0x0B91EE","fleets available for delegation","",""
"0x0B920E","fleets available for appointment","",""
"0x0B9234","B1 Base          Nation Commander    #Pl/Unit Scouts  Mat'l  Pts  Duty","",""
"0x0B927B","base A.F. available for delegation","",""
"0x0B92A2","B1 Unit        Nation  Commander     Position     Force  Pts.  Duty","",""
"0x0B92EA","B1 No Nat. Commander   Position    Type       Force Pts Duty","",""
"0x0B932C","B1No Submarine    Class      Commander   Position   Spd Torp Mat'l  Duty","",""
"0x0B9375","submarines available for delegation","",""
"0x0B9401","R%cG N P       %5d %5d","",""
"0x0B9418","Base Upkeep %5d %5d","",""
"0x0B942C","For. Budget %5d %5d","",""
"0x0B9440","Spy Tech    %5d %5d","",""
"0x0B9454","Naval Tech  %5d %5d","",""
"0x0B9468","Aeronautic  %5d %5d","",""
"0x0B947C","Weaponry    %5d %5d","",""
"0x0B9490","Industry    %5d %5d","",""
"0x0B94A5","C5Budget","",""
"0x0B94AE","C7 %5d  ","",""
"0x0B94B7","C5Materials","",""
"0x0B94C3","C7 %5d","",""
"0x0B94CB","C5%7s","",""
"0x0B94D1","C7%5d  ","",""
"0x0B94D9","C5Transport","",""
"0x0B94E5","C7 %5d","",""
"0x0B94ED","C5Budget","",""
"0x0B94F6","C7 %5d  ","",""
"0x0B94FF","C5Materials","",""
"0x0B950B","C7 %5d","",""
"0x0B9513","C5Army Div","",""
"0x0B951E","C7%4d  ","",""
"0x0B9526","C5Trucks","",""
"0x0B952F","C7%9d","",""
"0x0B9536","C5Tanks","",""
"0x0B953E","C7%7d","",""
"0x0B9574","B1 Nation    Rel.w/USA   Rel.w/JPN   Leader    Supp Foreign Policy","",""
"0x0B95BE","B1 Base                Nat.     Yield  Ore  Oil Matl(Navy/Army) Hrbr Dock Airfld","",""
"0x0B9801","C5Length:","",""
"0x0B980B","C7%3d.%dm ","",""
"0x0B9816","C5Beam:","",""
"0x0B981E","C7%2d.%dm ","",""
"0x0B9829","C5Weight:","",""
"0x0B9833","C7%5dt ","",""
"0x0B983B","C5Speed:","",""
"0x0B9844","C7%2d.%dkt ","",""
"0x0B9850","C5Planes:","",""
"0x0B985A","C7%2d","",""
"0x0B9861","C5Max Speed:","",""
"0x0B986E","C7%3dkm/h   ","",""
"0x0B987B","C5Power:","",""
"0x0B9884","C7%4dhp","",""
"0x0B988D","C5Max Speed:","",""
"0x0B989A","C7%3dkm/h  ","",""
"0x0B98A6","C5Power:","",""
"0x0B98AF","C7%4dkg","",""
"0x0B98B9","C5Cruising Range:","",""
"0x0B98CB","C7%5dkm  ","",""
"0x0B98D5","C5Limit:","",""
"0x0B98DE","C7%5dm","",""
"0x0B98E7","C5Speed:","",""
"0x0B98F0","C7%2d.%dkm/h ","",""
"0x0B98FE","C5Armor:","",""
"0x0B9907","C7%dmm","",""
"0x0B990F","C5Length:","",""
"0x0B9919","C7%2d.%dm ","",""
"0x0B9924","C5Beam:","",""
"0x0B992C","C7%2d.%dm ","",""
"0x0B9937","C5Weight:","",""
"0x0B9941","C7%4dt ","",""
"0x0B9949","C5Spd:","",""
"0x0B9950","C7%2d.%dkt","",""
"0x0B9960","B1 No Ship        Type Nat.Bow Star Port Stn Flt/Air Torp Spd #Pl   Position","",""
"0x0B99B2","B1 No Ship        Type Nat. Bow Star Port Stn vsFlt vsAir Torp Spd #Pl   Time","",""
"0x0B9A04","B1 No Ship        Type Nat. Bow Star Port Stn vsFlt vsAir Torp Spd #Pl","",""
"0x0B9A50","B1 No Submarine    Class     Armor Spd Torp Mat'l Time","",""
"0x0B9A88","Which information would you like to see?","",""
"0x0B9C14","B1Which save slot will you use?","",""
"0x0B9C3E","=%c%cSPEED","",""
"0x0B9C49","=%c%cMUSIC","",""
"0x0B9C54","=%c%cSOUND","",""
"0x0B9C5F","=%c%cGRAPHIC","",""
"0x0B9C6C","=%c%cSEA BATTLE","",""
"0x0B9C7C","=%c%cLAND BATTLE","",""
"0x0B9CAC","#!Would you like to watch the rest of the game?","",""
"0x0B9D3C","Warship: Gun Accuracy   ","",""
"0x0B9D56","Warship: Gun Power    ","",""
"0x0B9D70","Warship: vs Air         ","",""
"0x0B9D8A","Base: Gun Power       ","",""
"0x0B9DA4","Aircraft: Gun Accuracy  ","",""
"0x0B9DBE","Aircraft: Gun Power   ","",""
"0x0B9DD8","Landforce: vs Air       ","",""
"0x0B9DF2","Landforce: vs Land    ","",""
"0x0B9E0C","National Income         ","",""
"0x0B9E26","Conference Support    ","",""
"0x0B9E40","Scouting Ability        ","",""
"0x0B9E5A","Fleet: Cruising Range ","",""
"0x0B9E74","Fleet: Limit Points     ","",""
"0x0B9E8E","Warship: Build Time   ","",""
"0x0B9EA8","Aircraft: Build Time    ","",""
"0x0B9EC2","Days to Ship Materials","",""
"0x0B9EDC","Landforce: Reserve      ","",""
"0x0B9EF6","Base Occupation       ","",""
"0x0B9F10","Spying Success Rate     ","",""
"0x0B9F2A","Control Army Forces   ","",""
"0x0B9F45","C7A=Good, Easy, Fast   B=Average   C=Poor, Hard, Slow","",""
"0x0BA078","There are not enough materials","",""
"0x0BA097","to execute the command.","",""
"0x0BA200","All hands on deck, prepare to %s.","",""
"0x0BA4F4","R%cNaval Exp. %2d","",""
"0x0BA506","Aerial Exp.%2d","",""
"0x0BA522","White: Current Position  ","",""
"0x0BA53C","C2Red","",""
"0x0BA542","C7: Target","",""
"0x0BA54D","Please rearm the desired air force unit.","",""
"0x0BA576","Which air force units will escort the fleet?","",""
"0x0BA5A3","The air forces have been rearmed","",""
"0x0BA5C4","and are ready to attack.","",""
"0x0BA5DD","Escort air force units are ready","",""
"0x0BA5FE","and now hovering above fleet.","",""
"0x0BA61C","Which carrier's air force will you rearm?","",""
"0x0BA646","From which carrier will the escorts depart?","",""
"0x0BA676","R%cNaval Exp. %2d","",""
"0x0BA688","Aerial Exp.%2d","",""
"0x0BA697","There are no air forces available","",""
"0x0BA6B9","to send out as escorts.","",""
"0x0BA800","The level of each fleet and","",""
"0x0BA81C","air force unit has increased.","",""
"0x0BA83A","The level of each","",""
"0x0BA84C","air force unit has increased.","",""
"0x0BA86A","You cannot land troops at bases held by countries","",""
"0x0BA89C","with which you have military pacts.","",""
"0x0BA8C0","There are 4 friendly units at the base.","",""
"0x0BA8E8","There are no land forces aboard your ship.","",""
"0x0BA914","All strategical bombers","",""
"0x0BA92C","will be deployed to","",""
"0x0BA940","bomb the %s base.","",""
"0x0BA954","There are friendly forces at the %s base.","",""
"0x0BA97E","Will you proceed with the bombing?","",""
"0x0BA9A2","Bombing missions may be","",""
"0x0BA9BA","carried out once per day.","",""
"0x0BA9D4","No air force units are available","",""
"0x0BA9F5","to carry out a bombing mission.","",""
"0x0BAA15","You don't have enough materials","",""
"0x0BAA35","for a bombing mission.","",""
"0x0BAC0F","With which fleet will you organize?","",""
"0x0BAC33","With which fleet A.F. will you organize?","",""
"0x0BAC5C","Please select the ship to move.","",""
"0x0BAC7C","You cannot organize among fleets","",""
"0x0BAC9D","from different countries.","",""
"0x0BACB7","There are no available fleets","",""
"0x0BACD5","at port to organize.","",""
"0x0BACEA","There are no available fleets","",""
"0x0BAD08","within range to organize.","",""
"0x0BAD22","You cannot increase the number of your fleets.","",""
"0x0BAD51","There are no available harbors.","",""
"0x0BAD71","%ss will be organized","",""
"0x0BAD87","with the %s Fleet.","",""
"0x0BAD9A","%ss were organized","",""
"0x0BADAD","among the %s and %s.","",""
"0x0BADC2","You cannot move the flagship, because","",""
"0x0BADE8","there are land forces aboard the %s fleet.","",""
"0x0BAE13","You cannot organize the air forces","",""
"0x0BAE36","at bases held by your allies.","",""
"0x0BAE54","You cannot organize air forces at army bases.","",""
"0x0BB000","With which ship's A.F. will you reorganize.","",""
"0x0BB02C","Select the fleet to reorganize.","",""
"0x0BB04C","Select the A.F. that will be switched.","",""
"0x0BB073","With which A.F. unit will you switch?","",""
"0x0BB099","Please select the A.F. unit to reorganize.","",""
"0x0BB0C4","With which A.F. unit will you reorganize?","",""
"0x0BB0EE","You cannot organize air forces","",""
"0x0BB10D","that exceed the load capacity of the ship.","",""
"0x0BB138","You cannot organize any more air forces.","",""
"0x0BB161","Please distribute the aircraft.","",""
"0x0BB181","Please select the type of organization.","",""
"0x0BB1A9","There are not enough air forces","",""
"0x0BB1C9","to organize in either fleet.","",""
"0x0BB200","You cannot assign that air force to a ship.","",""
"0x0BB22C","You cannot increase the number of your air forces.","",""
"0x0BB25F","Please distribute the aircraft.","",""
"0x0BB27F","The air forces among the %s Fleet and","",""
"0x0BB2A5","the base at %s were organized.","",""
"0x0BB2C4","There are not enough","",""
"0x0BB2D9","air forces on either side.","",""
"0x0BB424","You cannot increase the number of your A.F..","",""
"0x0BB451","Please distribute the aircraft.","",""
"0x0BB471","Air Forces were reorganized","",""
"0x0BB48D","at the %s Base.","",""
"0x0BB49D","Air Forces were reorganized","",""
"0x0BB4B9","among the %s Base and %s Base.","",""
"0x0BB4D8","There are no base air forces available for organization.","",""
"0x0BB511","Please select the base air force.","",""
"0x0BB600","Select a formation and move your ships.","",""
"0x0BB628","Fleet has moved into a new formation.","",""
"0x0BB64E","Only the flagship is in the fleet.","",""
"0x0BB870","There are not enough materials to fix the ship.","",""
"0x0BB8A0","There is not enough budget to fix the ship.","",""
"0x0BB8CC","This ship doesn't need to be dry docked.","",""
"0x0BB8F5","It will take %d day%s to patch up the damage.","",""
"0x0BB924","There are no areas that need to be fixed.","",""
"0x0BB94E","It will take %d day%s to completely fix the ship.","",""
"0x0BB986","C7Please select the weapon.","",""
"0x0BB9A2","There are no armaments to equip.","",""
"0x0BB9C3","It will take %d day%s to equip","",""
"0x0BB9E2","the ship with new armaments.","",""
"0x0BBA00","The fleet has been docked. It will","",""
"0x0BBA23","take %d more day%s to finish completely.","",""
"0x0BBA4C","There are no docks at this base.","",""
"0x0BBC00","There are no reserve aircrafts to assign.","",""
"0x0BBC2A","The production line of","",""
"0x0BBC41","that aircraft has been stopped.","",""
"0x0BBC61","Will you dispose of it?","",""
"0x0BBC79","There are no warships with the","",""
"0x0BBC98","capacity to load more aircrafts.","",""
"0x0BBCB9","Which ship's aircraft will you supply.","",""
"0x0BBCE0","How much materials will you supply?(0 - %3d%%)","",""
"0x0BBD10","The number of ships in the %s transport is now %d.","",""
"0x0BBD44","How many ships will you assign? (%d-%d)","",""
"0x0BBD6C","Finished resupplying the fleet.","",""
"0x0BBE28","There is no place where you can move.","",""
"0x0BBE4E","The force level has recovered to %d.","",""
"0x0BBE73","It is not necessary to supply forces.","",""
"0x0BBE99","You cannot supply forces from a post.","",""
"0x0BBEBF","You cannot supply forces from this base.","",""
"0x0BBEE8","The Navy does not have enough budget.","",""
"0x0BBF0E","The Army does not have enough budget.","",""
"0x0BBF34","The base does not have enough materials.","",""
"0x0BBF5D","Which transport will the land forces board?","",""
"0x0BBF89","There is no fleet available for boarding.","",""
"0x0BBFDC","Which fleet will the land force board?","",""
"0x0BC003","Land forces may board a ship","",""
"0x0BC020","only when at a base.","",""
"0x0BC035","The %s has boarded the","",""
"0x0BC04C","%s transport of the %s Fleet.","",""
"0x0BC06A","%s Army Division has requested to","",""
"0x0BC08C","board the %s transport of our fleet.","",""
"0x0BC0B1","Will you grant permission to board?","",""
"0x0BC0D5","The %s Division has boarded","",""
"0x0BC0F1","the %s transport of the %s Fleet.","",""
"0x0BC200","To which unit will you supply more aircraft?","",""
"0x0BC22D","You cannot assign planes to","",""
"0x0BC249","the base air forces of allies.","",""
"0x0BC268","You cannot assign planes to","",""
"0x0BC284","the base air forces of army.","",""
"0x0BC600","%s %s will be waged against the %s.","",""
"0x0BC625","You cannot launch an air strike against a post without enemy forces.","",""
"0x0BC66A","There are no enemies within","",""
"0x0BC686","range for a gun attack.","",""
"0x0BC69E","There are no air force units available","",""
"0x0BC6C5","to engage in an air strike.","",""
"0x0BC6E1","There are no enemies within","",""
"0x0BC6FD","range for an air strike.","",""
"0x0BC716","There are no enemies within","",""
"0x0BC732","range for an air strike.","",""
"0x0BC800","Select the A.F. that will wage the strike.","",""
"0x0BD408","You need a budget of %d and %d","",""
"0x0BD427","materials to build %s. Will you","",""
"0x0BD447","build?","",""
"0x0BD44E","You don't have enough %s (%d) to build %s.","",""
"0x0BD479","This will end base operations.","",""
"0x0C15A0","UUUU","",""
"0x0C15A8","UUUU","",""
"0x0C15B0","UUUU","",""
"0x0C15B8","UUUU","",""
"0x0C161C"," @*@","",""
"0x0C1A00","There are no enemy bases","",""
"0x0C1A19","within bombing range.","",""
"0x0C1C00","End of Pacific Theater of Operations II","",""
"0x0C1C28","Please use display driver for 256 colors.","",""
"0x0C1C52","This game needs display size 640x480 or more ability.","",""
"0x0C1E33","   "" ","",""
"0x0C1E3B",""" """"""","",""
"0x0C1E53","@@@D@","",""
"0x0C1E5B","D@DDD","",""
"0x0C2410","%s Cl.","",""
"0x0C2417","%s %s","",""
"0x0C241D","%s %s Class","",""
"0x0C243A","starboard","",""
"0x0C2444","port side","",""
"0x0C244E","stern","",""
"0x0C2464","Minimal","",""
"0x0C246C","Slight","",""
"0x0C2473","Serious","",""
"0x0C24BA","%4s %-7s","",""
"0x0C24C3","%4s Army Div.","",""
"0x0C24D2","Navy Storage","",""
"0x0C24DF","Army Storage","",""
"0x0C24EC","Factory","",""
"0x0C24F4","Airfield","",""
"0x0C250E","Navy Storage","",""
"0x0C251B","Army Storage","",""
"0x0C2528","Factory","",""
"0x0C2530","Airfield","",""
"0x0C254C","%s %s","",""
"0x0C2572","Enter a direction to attack.","",""
"0x0C258F","You cannot drop torpedoes.","",""
"0x0C25AA","Select a warship.","",""
"0x0C25BC","Select a target to attack.","",""
"0x0C25D8","C%d%s ","",""
"0x0C25E2","%d plane%s","",""
"0x0C25EE","commence attack!","",""
"0x0C25FF"," prepare","",""
"0x0C2608","to attack!","",""
"0x0C2614","approaching!","",""
"0x0C2624"," CONFIRM ","",""
"0x0C2639","The air strike failed.","",""
"0x0C2656","%s AF","",""
"0x0C265C","%s AF","",""
"0x0C2662","%s Post","",""
"0x0C266A","%s Base","",""
"0x0C2675","%s Submarine","",""
"0x0C2682","%s AF","",""
"0x0C2688","%s %s Base AF","",""
"0x0C2696","%s %s Post","",""
"0x0C26A1","%s %s Base","",""
"0x0C26AC","%s Fleet","",""
"0x0C26B8","%s Fleet AF","",""
"0x0C26C4","%s AF","",""
"0x0C26CA","%s Post","",""
"0x0C26D2","%s Base","",""
"0x0C26EC","B7%2d/%2d  Turn","",""
"0x0C2703","C3V S","",""
"0x0C270D","M4%s","",""
"0x0C2715","The %s","",""
"0x0C271C","The enemy","",""
"0x0C272A","'s attack failed.","",""
"0x0C273C"," retreated from the battle.","",""
"0x0C2758","The enemy","",""
"0x0C2766","%s land forces were wiped out.","",""
"0x0C2785","The enemy","",""
"0x0C2793","%s base was destroyed.","",""
"0x0C27AB","%s's orders","",""
"0x0C27BB","B7%2d","",""
"0x0C27CE","M4%d","",""
"0x0C27DC","   CHARGE   ","",""
"0x0C27EA","B5(%2d-%2d)","",""
"0x0C27FA","B5%s","",""
"0x0C282D","B1%d %-22s","",""
"0x0C283F","C2Sunk","",""
"0x0C2850","C2%s","",""
"0x0C285C","   All Sunk","",""
"0x0C2868","%d ship%s","",""
"0x0C2872","   (Sunk %d)","",""
"0x0C2880","B1%2d Transport %-8s%-8s","",""
"0x0C289A","B1%2d %d unit%-14s Landed","",""
"0x0C28B5","B11 %-22s ","",""
"0x0C28C7","C2Sunk","",""
"0x0C28D8","C2%s","",""
"0x0C28E4","B1%2d %-16s","",""
"0x0C28F0","   Wiped out","",""
"0x0C28FD","%3d(Lost %3d)","",""
"0x0C290F","Escorts","",""
"0x0C2918","B1%d %-16s","",""
"0x0C2923","Wiped out","",""
"0x0C292D","%3d(Lost %3d)","",""
"0x0C2940","B1 %6d(Lost%4d)","",""
"0x0C2954","B1 %6d(Lost%4d)","",""
"0x0C2968","B1%d %-16s","",""
"0x0C2973","Wiped out","",""
"0x0C297D","%3d(Lost %3d)","",""
"0x0C2990","B1%d %-12s","",""
"0x0C29A2","B7WAR RESULTS","",""
"0x0C29BA","B1V  S","",""
"0x0C29C8","B1%s","",""
"0x0C2A12","was bombed!","",""
"0x0C2A1E","was hit by","",""
"0x0C2A29","a rocket!","",""
"0x0C2A3C","sustained","",""
"0x0C2A46","minimal damage.","",""
"0x0C2A56","sustained","",""
"0x0C2A60","slight damage.","",""
"0x0C2A6F","sustained","",""
"0x0C2A79","serious damage.","",""
"0x0C2A97","C%d%s","",""
"0x0C2AA4","Materials are","",""
"0x0C2AB2","down to %d.","",""
"0x0C2ABF","C%d%s","",""
"0x0C2ACC","C%d%s","",""
"0x0C2ADA","were","",""
"0x0C2AE0","%d aircraft","",""
"0x0C2AEC","%s destroyed.","",""
"0x0C2AFB","C%d%s","",""
"0x0C2B05","was wiped out.","",""
"0x0C2B15","Force count is","",""
"0x0C2B24","now at %d.","",""
"0x0C2B30","Force count is","",""
"0x0C2B3F","now at %d.","",""
"0x0C2B4A","was bombed!","",""
"0x0C2B56","was hit by a","",""
"0x0C2B63","torpedo!","",""
"0x0C2B6C","was hit by fire!","",""
"0x0C2B8B","C%d%s ","",""
"0x0C2B9A","Hit by","",""
"0x0C2BA1","%d torpedo%s.","",""
"0x0C2BAF","Hit by","",""
"0x0C2BB6","%d bomb%s.","",""
"0x0C2BC2","Wiped out.","",""
"0x0C2BCE","%d ship%s left.","",""
"0x0C2BDF","The engines were","",""
"0x0C2BF0","damaged.","",""
